Offset(P)            #Ptr   #Hnd Access Name
0x0000000001abbe70      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\Fonts\ega80woa.fon
0x0000000001abc1d8      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32
0x0000000001abc3d0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\vga.dll
0x0000000001abc5d8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\VBoxDisp.dll
0x0000000001abc700      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\msvcp60.dll
0x0000000001abc798      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\ncobjapi.dll
0x0000000001abc900      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\Fonts\vgafix.fon
0x0000000001abcaf8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\Fonts\vgaoem.fon
0x0000000001abce28      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0000000001abcec0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\Fonts\vgasys.fon
0x0000000001abd490      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32
0x0000000001abd830      1      1 ------ \Device\NamedPipe\net\NtControlPipe5
0x0000000001abdc48      1      1 ------ \Device\Afd\Endpoint
0x0000000001abdf90      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\win32k.sys
0x0000000001ac0028      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\crypt32.dll
0x0000000001ac0120      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\FNTCACHE.DAT
0x0000000001ac05c0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\drivers\dxg.sys
0x0000000001ac0790      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\sorttbls.nls
0x0000000001ac09a0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\locale.nls
0x0000000001ac0b70      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\unicode.nls
0x0000000001ac0d00      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\winsrv.dll
0x0000000001ac0eb8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\msxml3.dll
0x0000000001ac1130      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\winrnr.dll
0x0000000001ac1308      1      1 ------ \Device\NamedPipe\samr
0x0000000001ac1eb8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\msprivs.dll
0x0000000001ac2028      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\winlogon.exe
0x0000000001ac2740      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\user32.dll
0x0000000001ac2828      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wbem\wmiprvsd.dll
0x0000000001ac2b68      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\imagehlp.dll
0x0000000001ac2f28      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\olesvr32.dll
0x0000000001ac33d8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\olecnv32.dll
0x0000000001ac4250      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\alg.exe
0x0000000001ac4328      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\clusapi.dll
0x0000000001ac43c0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\colbact.dll
0x0000000001ac4530      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\mtxclu.dll
0x0000000001ac4718      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\urlmon.dll
0x0000000001ac4838      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\winipsec.dll
0x0000000001ac49a8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\oakley.dll
0x0000000001ac4e98      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\advapi32.dll
0x0000000001ac5138      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\logonui.exe
0x0000000001ac55f8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\mpr.dll
0x0000000001ac57e8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wuauserv.dll
0x0000000001ac5958      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\dssenh.dll
0x0000000001ac5b68      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\ntvdm.exe
0x0000000001ac5d38      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\comsvcs.dll
0x0000000001ac5ea8      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.2180_x-ww_a84f1ff9
0x0000000001ac6348      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wininet.dll
0x0000000001ac6500      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wuaueng.dll
0x0000000001ac6a48      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\cryptui.dll
0x0000000001ac6f40      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\shlwapi.dll
0x0000000001ac7028      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\regapi.dll
0x0000000001ac7258      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\shdocvw.dll
0x0000000001ac7378      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\shfolder.dll
0x0000000001ac74e8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\advpack.dll
0x0000000001ac7868      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wbem\wbemsvc.dll
0x0000000001ac7d40      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\crypt32.dll
0x0000000001ac8258      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\lz32.dll
0x0000000001ac8558      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wbem\wbemprox.dll
0x0000000001ac86e8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\url.dll
0x0000000001ac8810      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wscsvc.dll
0x0000000001ac8980      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\browser.dll
0x0000000001ac8c98      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\msasn1.dll
0x0000000001ac8eb8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\ntdsapi.dll
0x0000000001ac9288      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wldap32.dll
0x0000000001ac9370      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\sti.dll
0x0000000001ac94e0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\mscms.dll
0x0000000001ac9b78      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\version.dll
0x0000000001aca1b0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\netmsg.dll
0x0000000001aca440      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wbem\wbemcore.dll
0x0000000001aca5b0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wbem\wbemcomn.dll
0x0000000001aca740      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\olecli32.dll
0x0000000001aca7f0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wbem\repdrvfs.dll
0x0000000001aca9d8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wbem\wmiutils.dll
0x0000000001acaa70      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\oleaut32.dll
0x0000000001acac98      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wbem\wbemcons.dll
0x0000000001acaf90      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\kernel32.dll
0x0000000001acb368      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\ole32.dll
0x0000000001acb8a8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\winhttp.dll
0x0000000001acbec0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\rpcrt4.dll
0x0000000001acc028      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\activeds.dll
0x0000000001acc408      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\msvcrt.dll
0x0000000001acc4e0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\comctl32.dll
0x0000000001accac8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\gdi32.dll
0x0000000001acd340      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\sfc_os.dll
0x0000000001acd3d8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\sfc.dll
0x0000000001ace150      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\csrss.exe
0x0000000001ace5c8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\apphelp.dll
0x0000000001ace660      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\AppPatch\drvmain.sdb
0x0000000001ace708      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\shlwapi.dll
0x0000000001ace870      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0000000001acec70      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wintrust.dll
0x0000000001acede8      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32
0x0000000001acf028      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\netapi32.dll
0x0000000001acf250      2      1 RW--w- \Device\HarddiskVolume1\pagefile.sys
0x0000000001acf5c8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\basesrv.dll
0x0000000001acf798      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\csrsrv.dll
0x0000000001acf9a8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\userenv.dll
0x0000000001acfb10      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\apphelp.dll
0x0000000001acfd60      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\mspaint.exe
0x0000000001ad01e8      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\lz32.dll
0x0000000001ad02e8      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0000000001ad0b30      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\mpr.dll
0x0000000001ad0bc8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\autochk.exe
0x0000000001ad0c78      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\lsasrv.dll
0x0000000001ad0eb8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\sfcfiles.dll
0x0000000001ad12c8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\ntdll.dll
0x0000000001ad1710      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32
0x0000000001ad1b90      1      1 RW---- \Device\HarddiskVolume1\WINDOWS\system32\config\SAM.LOG
0x0000000001ad2070      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\comdlg32.dll
0x0000000001ad2200      1      1 RW---- \Device\HarddiskVolume1\WINDOWS\system32\config\default.LOG
0x0000000001ad2550      4      1 RW---- \Device\HarddiskVolume1\WINDOWS\system32\config\default
0x0000000001ad27b8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\drivers\VBoxSF.sys
0x0000000001ad2a88      4      1 RW---- \Device\HarddiskVolume1\WINDOWS\system32\config\software
0x0000000001ad2c18      1      1 RW---- \Device\HarddiskVolume1\WINDOWS\system32\config\SECURITY.LOG
0x0000000001ad2f90      1      1 RW---- \Device\HarddiskVolume1\WINDOWS\system32\config\system.LOG
0x0000000001ad3208      4      1 RW---- \Device\HarddiskVolume1\WINDOWS\system32\config\system
0x0000000001ad3538      4      1 RW---- \Device\HarddiskVolume1\WINDOWS\system32\config\SECURITY
0x0000000001ad3bb8      1      1 RW---- \Device\HarddiskVolume1\WINDOWS\system32\config\software.LOG
0x0000000001ad3f90      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\wow32.dll
0x0000000001ad41f8      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\url.dll
0x0000000001ad43f8      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\olethk32.dll
0x0000000001ad45f8      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\olesvr32.dll
0x0000000001ad4a18      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\olecnv32.dll
0x0000000001ad4c10      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\olecli32.dll
0x0000000001ad4e10      1      0 RW---- \Device\HarddiskVolume1\WINDOWS\bootstat.dat
0x0000000001ad5028      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wow32.dll
0x0000000001ad5948      4      1 RW---- \Device\HarddiskVolume1\WINDOWS\system32\config\SAM
0x0000000001ad5a48      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\drivers\VBoxSF.sys
0x0000000001ad6f90      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\netapi32.dll
0x0000000001ad7278      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\comdlg32.dll
0x0000000001ad77a8      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0000000001ad7f90      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\vga.dll
0x0000000001ad8158      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\smss.exe
0x0000000001ad8730      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS
0x0000000001ad9d70      1      0 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\moricons.dll
0x0000000001ada638      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.2180_x-ww_a84f1ff9
0x0000000001ada780      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.2180_x-ww_a84f1ff9
0x0000000001adbbd0      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0000000001adc928      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0000000001adca28      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0000000001add080      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system.ini
0x0000000001addcd0      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0000000001adddd0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\drivers\VBoxMouse.sys
0x0000000001ade630      3      1 ------ \Device\NamedPipe\net\NtControlPipe1
0x0000000001aded60      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\drivers\VBoxVideo.sys
0x0000000001adf0b0      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.2180_x-ww_a84f1ff9
0x0000000001adff90      1      1 RW-rw- \Device\HarddiskVolume1\WINDOWS\WindowsUpdate.log
0x0000000001ae0060      3      1 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\config\systemprofile\Application Data\Microsoft\SystemCertificates\My
0x0000000001ae0898      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0000000001ae0998      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0000000001ae0bf8      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0000000001ae0cf8      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0000000001ae21a8      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0000000001ae2ae0      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32
0x0000000001ae2e98      1      1 RW-rw- \Device\HarddiskVolume1\Documents and Settings\CSCG\Cookies\index.dat
0x0000000001ae2f30      1      1 ------ \Device\NamedPipe\browser
0x0000000001ae3198      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\drivers\VBoxVideo.sys
0x0000000001ae3880      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\sfcfiles.dll
0x0000000001ae3dd8      1      1 ------ \Device\NamedPipe\lsarpc
0x0000000001ae4140      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\drivers\VBoxMouse.sys
0x0000000001ae4878      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0000000001ae4958      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0000000001ae4bb8      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0000000001ae5028      2      1 ------ \Device\NamedPipe\TerminalServer\AutoReconnect
0x0000000001ae55a0      3      0 RWD--- \Device\TrueCryptVolumeE\$Directory
0x0000000001ae5c60      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0000000001ae5d60      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0000000001ae6028      3      1 ------ \Device\NamedPipe\net\NtControlPipe5
0x0000000001ae6138      1      1 ------ \Device\NamedPipe\net\NtControlPipe0
0x0000000001ae62d0      1      1 RW-rw- \Device\HarddiskVolume1\WINDOWS\WindowsUpdate.log
0x0000000001ae6488      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\webcheck.dll
0x0000000001ae6788      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\batmeter.dll
0x0000000001ae6e70      1      0 R--rwd \Device\HarddiskVolume1\Documents and Settings\CSCG\Local Settings\History\desktop.ini
0x0000000001ae7028      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\shimgvw.dll
0x0000000001ae7510      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0000000001ae7c98      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0000000001ae8298      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0000000001ae85b8      1      1 RW-rw- \Device\HarddiskVolume1\WINDOWS\WindowsUpdate.log
0x0000000001ae8770      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\ime\chsime\applets
0x0000000001ae8dc8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\$winnt$.inf
0x0000000001ae9198      1      1 RW---- \Device\HarddiskVolume1\WINDOWS\SoftwareDistribution\DataStore\Logs\edb.log
0x0000000001ae92c0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\stobject.dll
0x0000000001ae9748      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Common Files\System\ado
0x0000000001ae9a50      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Common Files\Microsoft Shared\web server extensions\40\_vti_bin\_vti_adm
0x0000000001ae9c98      1      1 RW-rw- \Device\HarddiskVolume1\WINDOWS\WindowsUpdate.log
0x0000000001aea0d0      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0000000001aea368      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0000000001aea468      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Common Files\Microsoft Shared\MSInfo
0x0000000001aea598      1      1 RW-rw- \Device\HarddiskVolume1\WINDOWS\WindowsUpdate.log
0x0000000001aea728      1      1 RW-rw- \Device\HarddiskVolume1\WINDOWS\WindowsUpdate.log
0x0000000001aeaf90      1      1 RW-rw- \Device\HarddiskVolume1\WINDOWS\WindowsUpdate.log
0x0000000001aeb598      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0000000001aeb928      3      1 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wbem\mof
0x0000000001aebec0      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0000000001aece00      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0000000001aee720      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0000000001aeee40      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0000000001aef698      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0000000001af0028      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\inetsrv
0x0000000001af0210      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0000000001af07e0      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0000000001af1358      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0000000001af1618      1      1 RW-rw- \Device\HarddiskVolume1\WINDOWS\WindowsUpdate.log
0x0000000001af19b8      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0000000001af28b0      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0000000001af2f08      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0000000001af3508      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0000000001af3688      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.2180_x-ww_a84f1ff9
0x0000000001af3880      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\advapi32.dll
0x0000000001af3ae0      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0000000001af3dc8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\autochk.exe
0x0000000001af44b0      1      0 R--r-- \Device\HarddiskVolume1\WINDOWS\WinSxS\Policies\x86_policy.5.1.Microsoft.Windows.SystemCompatible_6595b64144ccf1df_x-ww_a0111510\5.1.2600.2000.Policy
0x0000000001af4910      1      1 ------ \Device\NamedPipe\atsvc
0x0000000001af4c80      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0000000001af4ed0      2      1 ------ \Device\NamedPipe\epmapper
0x0000000001af4f68      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0000000001af5128      1      1 RW-rw- \Device\HarddiskVolume1\WINDOWS\WindowsUpdate.log
0x0000000001af5760      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0000000001af5bf0      1      1 ------ \Device\NamedPipe\epmapper
0x0000000001af6a10      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0000000001af6b10      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0000000001af7028      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0000000001af91f0      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0000000001af9a10      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0000000001af9ce0      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0000000001afaad0      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0000000001afabd0      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0000000001afaf90      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0000000001b89550      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\imagehlp.dll
0x0000000001bb62c0      1      0 ------ \Device\KSENUM#00000002\{9B365890-165F-11D0-A195-0020AFD156E4}
0x0000000001bcd5b8      3      0 RWD--- \Device\HarddiskVolume1\$Mft
0x0000000001bcf728      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0000000001bd1218      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0000000001bd23e8      1      1 RW-rw- \Device\HarddiskVolume1\WINDOWS\WindowsUpdate.log
0x0000000001bd2520      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0000000001bd3260      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\xpsp2res.dll
0x0000000001bd32f8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\VBoxMRXNP.dll
0x0000000001bd3a70      1      0 R--rwd \Device\HarddiskVolume1\Documents and Settings\All Users\Start Menu\Programs\Accessories\desktop.ini
0x0000000001bd3c20      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\msimg32.dll
0x0000000001bd4028      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0000000001bd4518      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\rasadhlp.dll
0x0000000001bd4688      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0000000001bd47b0      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0000000001bd4a40      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\umpnpmgr.dll
0x0000000001bd4ad8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\scesrv.dll
0x0000000001bd52c8      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0000000001bd5638      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\shdocvw.dll
0x0000000001bd5860      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0000000001bd59d0      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0000000001bd5db0      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0000000001bd5f90      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\gdi32.dll
0x0000000001bd6268      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0000000001bd6308      1      1 RW-rw- \Device\HarddiskVolume1\WINDOWS\WindowsUpdate.log
0x0000000001bd6f90      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0000000001bd9758      3      0 RWD--- \Device\HarddiskVolume1\$LogFile
0x0000000001bd9f10      3      0 RWD--- \Device\HarddiskVolume1\$MftMirr
0x0000000001bdecc0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\olethk32.dll
0x0000000001be17b8      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0000000001be1850      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0000000001be21d0      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0000000001be2860      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0000000001be2f10      3      0 RWD--- \Device\HarddiskVolume1\$Mft
0x0000000001be3598      3      0 RWD--- \Device\HarddiskVolume1\$BitMap
0x0000000001bea318      1      0 R--r-- \Device\HarddiskVolume1\WINDOWS\system32\ntdll.dll
